{0.1, 3.324175539684357}
{0.11220184543019636, 3.326802417173064}
{0.12589254117941673, 3.330090410772704}
{0.14125375446227545, 3.334199853101993}
{0.15848931924611134, 3.3393265311020888}
{0.1778279410038923, 3.3457075922401356}
{0.19952623149688797, 3.3536273162313823}
{0.223872113856834, 3.363421968682328}
{0.251188643150958, 3.375482500678701}
{0.28183829312644537, 3.390253285294642}
{0.31622776601683794, 3.4082244420936183}
{0.35481338923357547, 3.4299147394903793}
{0.3981071705534973, 3.4558418660779777}
{0.44668359215096315, 3.4864774716200153}
{0.5011872336272724, 3.5221863497906645}
{0.5623413251903491, 3.563152917232016}
{0.6309573444801934, 3.609303665326867}
{0.707945784384138, 3.660240401194924}
{0.7943282347242815, 3.715203401218355}
{0.8912509381337457, 3.7730828265905654}
{1., 3.83248854010482}
{1.1220184543019636, 3.891873585441532}
{1.2589254117941675, 3.9496899816720212}
{1.4125375446227548, 4.004544450279551}
{1.584893192461114, 4.055321692709025}
{1.7782794100389228, 4.1012538712517355}
{1.9952623149688797, 4.141931549163722}
{2.23872113856834, 4.1772662135759075}
{2.511886431509581, 4.207422701853084}
{2.818382931264455, 4.23274061189264}
{3.1622776601683795, 4.253659456092724}
{3.548133892335755, 4.270656164113205}
{3.981071705534973, 4.284198001437494}
{4.466835921509633, 4.294710168897556}
{5.011872336272725, 4.302555353584586}
{5.623413251903491, 4.308021864159684}
{6.309573444801933, 4.311317150162485}
{7.07945784384138, 4.312564030385101}
{7.943282347242818, 4.311797557992493}
{8.91250938133746, 4.308960988197934}
{10., 4.303899741224554}
{11.220184543019641, 4.296352577706254}
{12.589254117941675, 4.285939464134476}
{14.12537544622754, 4.272145858305304}
{15.848931924611142, 4.254303458960729}
{17.78279410038923, 4.231567926396513}
{19.952623149688808, 4.202894798356331}
{22.3872113856834, 4.167015925153817}
{25.11886431509582, 4.122420365963112}
{28.18382931264455, 4.067345934093612}
{31.622776601683793, 3.9997904545543292}
{35.48133892335757, 3.91755504576191}
{39.810717055349734, 3.818334608139075}
{44.668359215096345, 3.6998716591579424}
{50.11872336272725, 3.5601861736584333}
{56.23413251903491, 3.3978829000310107}
{63.095734448019364, 3.2125158245487597}
{70.79457843841381, 3.0049589071675626}
{79.43282347242821, 2.777694210894353}
{89.12509381337459, 2.5349161332003405}
{100., 2.28235596493883}
{112.20184543019641, 2.0268012855743223}
{125.89254117941675, 1.7753774676623664}
{141.25375446227554, 1.5347482993046526}
{158.48931924611142, 1.3104251307646564}
{177.82794100389228, 1.1063310642122701}
{199.52623149688807, 0.9246733991670908}
{223.872113856834, 0.7660834196236124}
{251.18864315095823, 0.6299266816083673}
{281.8382931264455, 0.5146783565899113}
{316.22776601683796, 0.41828209484344825}
{354.81338923357566, 0.3384458453422212}
{398.1071705534973, 0.27285867582781975}
{446.6835921509635, 0.21933265293955628}
{501.18723362727246, 0.1758835763530442}
{562.341325190349, 0.14076686701446306}
{630.9573444801937, 0.11248343752504297}
{707.945784384138, 0.08976730950962519}
{794.3282347242822, 0.07156348521129985}
{891.2509381337459, 0.05700177806102147}
{1000., 0.04537015752430307}
{1122.018454301963, 0.03608963822807709}
{1258.9254117941687, 0.028691726281977026}
{1412.5375446227554, 0.022798795620474266}
{1584.893192461114, 0.018107389681972563}
{1778.2794100389228, 0.014374240028701024}
{1995.2623149688789, 0.011404699354898185}
{2238.721138568342, 0.0090432582583162}
{2511.886431509582, 0.007165823903051205}
{2818.382931264455, 0.00567346675961744}
{3162.2776601683795, 0.004487377213081345}
{3548.133892335753, 0.0035448109410936013}
{3981.0717055349774, 0.0027958376158494502}
{4466.835921509635, 0.002200738847022876}
{5011.872336272725, 0.0017279290477745235}
{5623.413251903491, 0.0013522958615794778}
{6309.573444801943, 0.001053877582307905}
{7079.457843841388, 0.0008168087224476039}
{7943.282347242822, 0.0006284815026447177}
{8912.509381337459, 0.00047887733671814203}
{10000., 0.00036003568675369024}
{11220.184543019654, 0.0002656322903931141}
{12589.254117941688, 0.00019064219668507576}
{14125.375446227554, 0.00013107387349009514}
{15848.93192461114, 0.00008375616744160652}
{17782.794100389227, 0.00004616938531398773}
{19952.62314968883, 0.00001631304621696472}
{22387.211385683422, 0}
{25118.864315095823, 0}
{28183.82931264455, 0}
{31622.776601683792, 0}
{35481.3389233576, 0}
{39810.71705534977, 0}
{44668.359215096345, 0}
{50118.72336272725, 0}
{56234.13251903491, 0}
{63095.73444801943, 0}
{70794.57843841388, 0}
{79432.82347242821, 0}
{89125.0938133746, 0}
{100000., 0}
