{0.1, 0}
{0.11220184543019636, 0}
{0.12589254117941673, 0}
{0.14125375446227545, 0}
{0.15848931924611134, 0}
{0.1778279410038923, 0}
{0.19952623149688797, 0.019256672880014335}
{0.223872113856834, 0.09475021395237646}
{0.251188643150958, 0.17652514856146054}
{0.28183829312644537, 0.26363172537011287}
{0.31622776601683794, 0.35515574135776046}
{0.35481338923357547, 0.45023923935272964}
{0.3981071705534973, 0.5480886867428338}
{0.44668359215096315, 0.6479734602097926}
{0.5011872336272724, 0.7492174901566062}
{0.5623413251903491, 0.8511866003159435}
{0.6309573444801934, 0.9532736643882508}
{0.707945784384138, 1.0548833595422789}
{0.7943282347242815, 1.1554181102270136}
{0.8912509381337457, 1.2542667977460997}
{1., 1.3507979101256404}
{1.1220184543019636, 1.4443589071438006}
{1.2589254117941675, 1.5342834975679516}
{1.4125375446227548, 1.6199080486792314}
{1.584893192461114, 1.700597276516846}
{1.7782794100389228, 1.7757776503404268}
{1.9952623149688797, 1.844974826643982}
{2.23872113856834, 1.9078495013947454}
{2.511886431509581, 1.964225152188648}
{2.818382931264455, 2.0141019103364557}
{3.1622776601683795, 2.0576533465357403}
{3.548133892335755, 2.0952065715972052}
{3.981071705534973, 2.127209512440399}
{4.466835921509633, 2.1541913703085576}
{5.011872336272725, 2.176722587975627}
{5.623413251903491, 2.1953794112958613}
{6.309573444801933, 2.21071608224991}
{7.07945784384138, 2.2232456393310285}
{7.943282347242818, 2.233428744686838}
{8.91250938133746, 2.2416690741675676}
{10., 2.2483135114263204}
{11.220184543019641, 2.2536554862205844}
{12.589254117941675, 2.2579400953853597}
{14.12537544622754, 2.2613699992925396}
{15.848931924611142, 2.264111413593906}
{17.78279410038923, 2.266299779475873}
{19.952623149688808, 2.2680448888758393}
{22.3872113856834, 2.2694353723230347}
{25.11886431509582, 2.270542539730408}
{28.18382931264455, 2.271423612099717}
{31.622776601683793, 2.272124406055773}
{35.48133892335757, 2.272681542004779}
{39.810717055349734, 2.2731242466096027}
{44.668359215096345, 2.2734758152773553}
{50.11872336272725, 2.273754793069671}
{56.23413251903491, 2.2739759244535884}
{63.095734448019364, 2.2741509145079357}
{70.79457843841381, 2.2742890370473683}
{79.43282347242821, 2.2743976188169386}
{89.12509381337459, 2.2744824234811456}
{100., 2.274547954533781}
{112.20184543019641, 2.274597692396668}
{125.89254117941675, 2.274634277747025}
{141.25375446227554, 2.274659650400476}
{158.48931924611142, 2.274675150766518}
{177.82794100389228, 2.274681588873283}
{199.52623149688807, 2.27467928411314}
{223.872113856834, 2.274668077062132}
{251.18864315095823, 2.274647312818615}
{281.8382931264455, 2.27461579308045}
{316.22776601683796, 2.274571691329048}
{354.81338923357566, 2.27451242153192}
{398.1071705534973, 2.274434444919865}
{446.6835921509635, 2.2743329902746274}
{501.18723362727246, 2.2742016483339924}
{562.341325190349, 2.2740317758417636}
{630.9573444801937, 2.2738116006447697}
{707.945784384138, 2.273524838242515}
{794.3282347242822, 2.2731484742648616}
{891.2509381337459, 2.2726490501378986}
{1000., 2.271976100282213}
{1122.018454301963, 2.271049769977485}
{1258.9254117941687, 2.2697354468592543}
{1412.5375446227554, 2.267785931721735}
{1584.893192461114, 2.264689242388857}
{1778.2794100389228, 2.2591783947685986}
{1995.2623149688789, 2.2471330629657245}
{2238.721138568342, 2.2111302398738446}
{2511.886431509582, 2.125208157448394}
{2818.382931264455, 2.0175391387330737}
{3162.2776601683795, 1.9056490004687965}
{3548.133892335753, 1.7924837044919368}
{3981.0717055349774, 1.678722535023411}
{4466.835921509635, 1.5646058010409376}
{5011.872336272725, 1.4502481312466438}
{5623.413251903491, 1.3357160193352164}
{6309.573444801943, 1.2210530059113331}
{7079.457843841388, 1.106289749116141}
{7943.282347242822, 0.9914487921102215}
{8912.509381337459, 0.8765471521669654}
{10000., 0.761597886810156}
{11220.184543019654, 0.6466111206495321}
{12589.254117941688, 0.531594758588188}
{14125.375446227554, 0.4165550014660423}
{15848.93192461114, 0.3014967292973773}
{17782.794100389227, 0.18642379153192418}
{19952.62314968883, 0.07133922980033727}
{22387.211385683422, 0}
{25118.864315095823, 0}
{28183.82931264455, 0}
{31622.776601683792, 0}
{35481.3389233576, 0}
{39810.71705534977, 0}
{44668.359215096345, 0}
{50118.72336272725, 0}
{56234.13251903491, 0}
{63095.73444801943, 0}
{70794.57843841388, 0}
{79432.82347242821, 0}
{89125.0938133746, 0}
{100000., 0}
