{0, 0}
{0.0018500727209254109, 0.004932141409703113}
{0.003948120793341836, 0.010394788748092146}
{0.006054249379528365, 0.015744134078674997}
{0.008168823954139093, 0.020984743392949673}
{0.010292211673447405, 0.02612093382762136}
{0.012424781748776148, 0.031156791165295485}
{0.014566905816621123, 0.03609618585009139}
{0.01671895830649639, 0.0409427876658041}
{0.018881316807562776, 0.04570007920751502}
{0.02105436243501746, 0.050371368262927194}
{0.023238480197221634, 0.054959799206920956}
{0.025434059364494388, 0.05946836350160963}
{0.027641493840544484, 0.06389990938433886}
{0.029861182537416653, 0.0682571508173884}
{0.03209352975488855, 0.07254267576550846}
{0.03433894556524031, 0.07675895386065165}
{0.036597846204291073, 0.08090834350728657}
{0.03887065446962712, 0.08499309847637765}
{0.04115780012699233, 0.0890153740313952}
{0.04345972032572121, 0.09297723262553713}
{0.04577686002426251, 0.0968806492055978}
{0.048109672426721595, 0.10072751615458804}
{0.05045861943147667, 0.10451964790222316}
{0.052824172092933885, 0.1082587852297335}
{0.05520681109746839, 0.11194659929304383}
{0.05760702725473177, 0.1155846953862314}
{0.06002532200548938, 0.11917461646522945}
{0.06246220794721502, 0.1227178464500041}
{0.06491820937873616, 0.1262158133218694}
{0.0673938628653028, 0.1296698920311767}
{0.06988971782548159, 0.1330814072293465}
{0.07240633714137612, 0.13645163583804815}
{0.07494429779378109, 0.13978180946727783}
{0.07750419152391963, 0.1430731166931486}
{0.08008662552354284, 0.14632670520532498}
{0.08269222315527269, 0.1495436838332686}
{0.08532162470518578, 0.15272512445973083}
{0.0879754881697501, 0.15587206382929397}
{0.0906544900793822, 0.15898550525916108}
{0.0933593263610275, 0.1620664202588587}
{0.09609071324232143, 0.16511575006502643}
{0.09884938820009381, 0.16813440709701435}
{0.10163611095613767, 0.17112327633860203}
{0.10445166452336974, 0.17408321665077522}
{0.10729685630576036, 0.1770150620201569}
{0.11017251925564242, 0.17991962274736745}
{0.11307951309225661, 0.18279768657931372}
{0.11601872558568793, 0.18565001978913367}
{0.11899107391068497, 0.1884773682072854}
{0.12199750607517057, 0.19128045820705217}
{0.12503900242860233, 0.19405999764753223}
{0.12811657725582748, 0.19681667677699746}
{0.13123128046241472, 0.19955116909933812}
{0.13438419935802504, 0.2022641322061572}
{0.13757646054484685, 0.20495620857693994}
{0.1408092319187464, 0.207628026349599}
{0.14408372479137554, 0.21028020006357703}
{0.1474011961422388, 0.2129133313775898}
{0.15076295101040404, 0.21552800976399808}
{0.1541703450364622, 0.21812481318171795}
{0.1576247871662213, 0.22070430872950117}
{0.1611277425286337, 0.2232670532813593}
{0.16468073550160955, 0.22581359410584756}
{0.16828535298057634, 0.22834446947088016}
{0.171943247866027, 0.2308602092357115}
{0.17565614278781272, 0.23336133543169088}
{0.17942583408559454, 0.23584836283337296}
{0.1832541960667493, 0.23832179952156196}
{0.18714318556505827, 0.2407821474398587}
{0.19109484682581535, 0.2432299029462881}
{0.19511131674552917, 0.24566555736159823}
{0.1991948304972464, 0.2480895975158512}
{0.20334772757566366, 0.25050250629495174}
{0.20757245829976512, 0.25290476318881716}
{0.21187159081468465, 0.2552968448429362}
{0.21624781863889275, 0.25767922561514606}
{0.2207039688078627, 0.2600523781395285}
{0.22524301067088892, 0.2624167738994338}
{0.22986806540415916, 0.2647728838117446}
{0.23458241631017085, 0.26712117882463426}
{0.2393895199817555, 0.2694621305312147}
{0.24429301841800566, 0.27179621180165137}
{0.24929675218977732, 0.27412389743651355}
{0.25440477476418266, 0.27644566484436334}
{0.2596213681108406, 0.27876199474683055}
{0.2649510597279656, 0.2810733719147293}
{0.27039864124374713, 0.28338028593909337}
{0.2759691887685669, 0.2856832320413937}
{0.2816680851964346, 0.2879827119276268}
{0.28750104468057547, 0.2902792346914633}
{0.29347413953848456, 0.29257331777220275}
{0.29959382987706995, 0.2948654879739186}
{0.3058669962693905, 0.29715628255292}
{0.31230097586198635, 0.29944625038149136}
{0.31890360234722426, 0.3017359531968392}
{0.32568325029982503, 0.3040259669452878}
{0.332648884452702, 0.3063168832330452}
{0.3398101145764736, 0.3086093108963463}
{0.3471772567324214, 0.3109038777054946}
{0.3547614017933194, 0.31320123221932256}
{0.36257449227466854, 0.31550204580891655}
{0.3706294086953701, 0.31780701487217344}
{0.37894006689811555, 0.3201168632639428}
{0.38752152801336504, 0.32243234497026974}
{0.3963901230566824, 0.32475424705967254}
{0.40556359451967694, 0.32708339294965666}
{0.4150612577653474, 0.3294206460328999}
{0.4249041855893676, 0.3317669137150205}
{0.4351154199851379, 0.33412315192478426}
{0.4457202159851734, 0.3364903701683987}
{0.45674632348743316, 0.3388696372126037}
{0.4682243142681326, 0.341262087497163}
{0.48018796300598066, 0.3436689283967953}
{0.49267469319384816, 0.3460914484764896}
{0.5057261014226766, 0.3485310269137346}
{0.5193885768640403, 0.35098914429799827}
{0.5337140370902222, 0.3534673950639336}
{0.5487608069803791, 0.3559675018730005}
{0.5645946748206123, 0.35849133233219665}
{0.5812901694477102, 0.36104091853342646}
{0.5989321153076395, 0.3636184800195922}
{0.6176175398851864, 0.3662264509433335}
{0.6374580319761236, 0.3688675123948452}
{0.6585826824635381, 0.3715446311553849}
{0.6811417857293574, 0.37426110651025846}
{0.7053115458127648, 0.377020627269142}
{0.73130012655378, 0.37982734185171674}
{0.7593555244145085, 0.38268594529201416}
{0.7897759508843007, 0.38560178843283804}
{0.8229237285839197, 0.388581016637619}
{0.8592441993619895, 0.3916307483871691}
{0.8992919319590804, 0.3947593087233736}
{0.9437678131139586, 0.39797653961774965}
{0.9935728032267965, 0.40129422067239057}
{1.0498879983522285, 0.4047266521757443}
{1.1142977101852978, 0.40829148424687334}
{1.1889858615113464, 0.412010932142508}
{1.277063629709759, 0.4159136229845441}
{1.383146458438194, 0.4200375275414039}
{1.5144411039685055, 0.4244348745761752}
{1.6829786430792284, 0.4291809810243209}
{1.910764095623449, 0.4343916522992735}
{2.243770690694549, 0.44026221612786987}
{2.8010916919813313, 0.4471743456484912}
