{0.1, 0}
{0.11220184543019636, 0}
{0.12589254117941673, 0}
{0.14125375446227545, 0}
{0.15848931924611134, 0}
{0.1778279410038923, 0}
{0.19952623149688797, 0}
{0.223872113856834, 0}
{0.251188643150958, 0}
{0.28183829312644537, 0}
{0.31622776601683794, 0}
{0.35481338923357547, 0}
{0.3981071705534973, 0}
{0.44668359215096315, 0}
{0.5011872336272724, 0.006028912344516536}
{0.5623413251903491, 0.02127639709478661}
{0.6309573444801934, 0.040986143064959235}
{0.707945784384138, 0.06584937216510539}
{0.7943282347242815, 0.09651251355492245}
{0.8912509381337457, 0.13352518387085713}
{1., 0.1772891277132993}
{1.1220184543019636, 0.22801663764447788}
{1.2589254117941675, 0.2857060810443408}
{1.4125375446227548, 0.3501388354378873}
{1.584893192461114, 0.4208971735195219}
{1.7782794100389228, 0.4973981458476759}
{1.9952623149688797, 0.578935809846638}
{2.23872113856834, 0.6647238668327271}
{2.511886431509581, 0.7539324814996144}
{2.818382931264455, 0.8457157695091635}
{3.1622776601683795, 0.939229154966125}
{3.548133892335755, 1.0336379083796972}
{3.981071705534973, 1.1281194969638326}
{4.466835921509633, 1.2218630089753695}
{5.011872336272725, 1.3140690265782506}
{5.623413251903491, 1.4039530313148634}
{6.309573444801933, 1.4907547394798295}
{7.07945784384138, 1.5737546226247014}
{7.943282347242818, 1.6522972557613942}
{8.91250938133746, 1.7258192157282484}
{10., 1.7938774479253896}
{11.220184543019641, 1.8561729474770226}
{12.589254117941675, 1.912564816155967}
{14.12537544622754, 1.9630714160678948}
{15.848931924611142, 2.007858010896395}
{17.78279410038923, 2.047213077731121}
{19.952623149688808, 2.081517468810839}
{22.3872113856834, 2.1112112878679836}
{25.11886431509582, 2.136762776690835}
{28.18382931264455, 2.158642158597965}
{31.622776601683793, 2.1773018404223334}
{35.48133892335757, 2.193163073148721}
{39.810717055349734, 2.2066083144411683}
{44.668359215096345, 2.2179781238049525}
{50.11872336272725, 2.2275713439855553}
{56.23413251903491, 2.2356474452743007}
{63.095734448019364, 2.2424301198506478}
{70.79457843841381, 2.24811143725153}
{79.43282347242821, 2.2528560719880706}
{89.12509381337459, 2.256805278620706}
{100., 2.26008042084026}
{112.20184543019641, 2.2627859661092264}
{125.89254117941675, 2.2650119406729314}
{141.25375446227554, 2.2668359011813726}
{158.48931924611142, 2.268324516149656}
{177.82794100389228, 2.269534862001813}
{199.52623149688807, 2.2705155281324476}
{223.872113856834, 2.271307601452934}
{251.18864315095823, 2.2719455730068483}
{281.8382931264455, 2.2724581852752643}
{316.22776601683796, 2.2728692227403284}
{354.81338923357566, 2.273198240447405}
{398.1071705534973, 2.273461223760314}
{446.6835921509635, 2.273671174619951}
{501.18723362727246, 2.2738386231415695}
{562.341325190349, 2.2739720668439456}
{630.9573444801937, 2.2740783424644895}
{707.945784384138, 2.274162936976991}
{794.3282347242822, 2.274230245187536}
{891.2509381337459, 2.2742837813537946}
{1000., 2.274326351883302}
{1122.018454301963, 2.274360195512934}
{1258.9254117941687, 2.2743870966001882}
{1412.5375446227554, 2.2744084763649592}
{1584.893192461114, 2.2744254661680356}
{1778.2794100389228, 2.2744389662313123}
{1995.2623149688789, 2.274449692607992}
{2238.721138568342, 2.2744582147004198}
{2511.886431509582, 2.274464985193708}
{2818.382931264455, 2.27447036391668}
{3162.2776601683795, 2.2744746368483915}
{3548.133892335753, 2.2744780312491684}
{3981.0717055349774, 2.2744807277008783}
{4466.835921509635, 2.2744828696843093}
{5011.872336272725, 2.2744845711952455}
{5623.413251903491, 2.274485922799503}
{6309.573444801943, 2.274486996446004}
{7079.457843841388, 2.274487849292082}
{7943.282347242822, 2.27448852674338}
{8912.509381337459, 2.274489064869379}
{10000., 2.274489492322664}
{11220.184543019654, 2.274489831863786}
{12589.254117941688, 2.274490101572721}
{14125.375446227554, 2.2744903158113017}
{15848.93192461114, 2.2744904859877857}
{17782.794100389227, 2.274490621164233}
{19952.62314968883, 2.2744907285389924}
{22387.211385683422, 2.2744908138299795}
{25118.864315095823, 2.2744908815791343}
{28183.82931264455, 2.2744909353942737}
{31622.776601683792, 2.2744909781412046}
{35481.3389233576, 2.274491012096328}
{39810.71705534977, 2.2744910390678594}
{44668.359215096345, 2.27449106049212}
{50118.72336272725, 2.2744910775100227}
{56234.13251903491, 2.2744910910278278}
{63095.73444801943, 2.2744911017654044}
{70794.57843841388, 2.274491110294567}
{79432.82347242821, 2.274491117069523}
{89125.0938133746, 2.274491122451062}
{100000., 2.2744911267257715}
