{0.1, 0}
{0.11220184543019636, 0}
{0.12589254117941673, 0}
{0.14125375446227545, 0}
{0.15848931924611134, 0}
{0.1778279410038923, 0}
{0.19952623149688797, 0}
{0.223872113856834, 0}
{0.251188643150958, 0}
{0.28183829312644537, 0.013969502905548315}
{0.31622776601683794, 0.033692111128475054}
{0.35481338923357547, 0.0588838754108703}
{0.3981071705534973, 0.0896039143871861}
{0.44668359215096315, 0.12558240606214946}
{0.5011872336272724, 0.16622543573190085}
{0.5623413251903491, 0.21065520226269174}
{0.6309573444801934, 0.25777841129473367}
{0.707945784384138, 0.30637276739430314}
{0.7943282347242815, 0.3551808003522209}
{0.8912509381337457, 0.4030009531898355}
{1., 0.4487671275888422}
{1.1220184543019636, 0.4916094808681265}
{1.2589254117941675, 0.5308914465812942}
{1.4125375446227548, 0.5662209718479955}
{1.584893192461114, 0.5974376045603992}
{1.7782794100389228, 0.6245805125304343}
{1.9952623149688797, 0.6478447791728459}
{2.23872113856834, 0.6675337949960028}
{2.511886431509581, 0.684014355304899}
{2.818382931264455, 0.6976788545993795}
{3.1622776601683795, 0.7089165694658092}
{3.548133892335755, 0.718094068589535}
{3.981071705534973, 0.7255435502246352}
{4.466835921509633, 0.7315573546057361}
{5.011872336272725, 0.7363868454106823}
{5.623413251903491, 0.7402440853324106}
{6.309573444801933, 0.7433050731832834}
{7.07945784384138, 0.7457136537317708}
{7.943282347242818, 0.7475855012737296}
{8.91250938133746, 0.7490117949548264}
{10., 0.750062348743566}
{11.220184543019641, 0.7507880392761784}
{12.589254117941675, 0.7512223966372364}
{14.12537544622754, 0.7513821846762411}
{15.848931924611142, 0.7512666812340268}
{17.78279410038923, 0.7508551271120103}
{19.952623149688808, 0.7501013353433471}
{22.3872113856834, 0.7489234859852457}
{25.11886431509582, 0.747185072975535}
{28.18382931264455, 0.7446582971230042}
{31.622776601683793, 0.7409498215225188}
{35.48133892335757, 0.735339106133428}
{39.810717055349734, 0.7263988433485749}
{44.668359215096345, 0.7110732511922592}
{50.11872336272725, 0.6828881875119948}
{56.23413251903491, 0.6325849891368205}
{63.095734448019364, 0.5588856696024134}
{70.79457843841381, 0.4704341936395662}
{79.43282347242821, 0.3740727736986914}
{89.12509381337459, 0.27299657690891554}
{100., 0.16872823085912092}
{112.20184543019641, 0.06212118951676602}
{125.89254117941675, 0}
{141.25375446227554, 0}
{158.48931924611142, 0}
{177.82794100389228, 0}
{199.52623149688807, 0}
{223.872113856834, 0}
{251.18864315095823, 0}
{281.8382931264455, 0}
{316.22776601683796, 0}
{354.81338923357566, 0}
{398.1071705534973, 0}
{446.6835921509635, 0}
{501.18723362727246, 0}
{562.341325190349, 0}
{630.9573444801937, 0}
{707.945784384138, 0}
{794.3282347242822, 0}
{891.2509381337459, 0}
{1000., 0}
