{0.1, 0}
{0.11220184543019636, 0}
{0.12589254117941673, 0}
{0.14125375446227545, 0}
{0.15848931924611134, 0}
{0.1778279410038923, 0.016737495775471022}
{0.19952623149688797, 0.11840912187994311}
{0.223872113856834, 0.22324612236130453}
{0.251188643150958, 0.3291654429152879}
{0.28183829312644537, 0.4336733342360525}
{0.31622776601683794, 0.5340087891961238}
{0.35481338923357547, 0.6273491158278349}
{0.3981071705534973, 0.7110496811154832}
{0.44668359215096315, 0.7828785762632082}
{0.5011872336272724, 0.841207265723225}
{0.5623413251903491, 0.8851298776785717}
{0.6309573444801934, 0.9145009609428011}
{0.707945784384138, 0.9298970593573953}
{0.7943282347242815, 0.932517044228826}
{0.8912509381337457, 0.9240398985378239}
{1., 0.9064591313069954}
{1.1220184543019636, 0.8819123311554433}
{1.2589254117941675, 0.8525228626181142}
{1.4125375446227548, 0.8202676436432338}
{1.584893192461114, 0.7868800358729865}
{1.7782794100389228, 0.7537909682875755}
{1.9952623149688797, 0.7221059722747944}
{2.23872113856834, 0.6926120162132263}
{2.511886431509581, 0.6658062499114162}
{2.818382931264455, 0.6419386370435716}
{3.1622776601683795, 0.621061316938718}
{3.548133892335755, 0.6030788507664726}
{3.981071705534973, 0.5877949679352976}
{4.466835921509633, 0.5749529025258915}
{5.011872336272725, 0.5642678066898372}
{5.623413251903491, 0.5554509399768103}
{6.309573444801933, 0.5482262535175063}
{7.07945784384138, 0.5423405581089543}
{7.943282347242818, 0.537568701038247}
{8.91250938133746, 0.5337151525870836}
{10., 0.5306132185062908}
{11.220184543019641, 0.5281228402963323}
{12.589254117941675, 0.5261276864196409}
{14.12537544622754, 0.5245320118752113}
{15.848931924611142, 0.5232575855803674}
{17.78279410038923, 0.522240855059982}
{19.952623149688808, 0.5214304291608878}
{22.3872113856834, 0.5207849026605924}
{25.11886431509582, 0.5202710128488626}
{28.18382931264455, 0.5198621000695596}
{31.622776601683793, 0.519536836243315}
{35.48133892335757, 0.5192781835864082}
{39.810717055349734, 0.5190725474194693}
{44.668359215096345, 0.5189090903936986}
{50.11872336272725, 0.5187791795872769}
{56.23413251903491, 0.518675942119458}
{63.095734448019364, 0.5185939088612628}
{70.79457843841381, 0.5185287293313223}
{79.43282347242821, 0.5184769439034937}
{89.12509381337459, 0.5184358020255502}
{100., 0.5184031172941559}
{112.20184543019641, 0.5183771520011362}
{125.89254117941675, 0.5183565252131643}
{141.25375446227554, 0.5183401396229783}
{158.48931924611142, 0.5183271233603364}
{177.82794100389228, 0.518316783717296}
{199.52623149688807, 0.5183085703579309}
{223.872113856834, 0.5183020460724492}
{251.18864315095823, 0.5182968635331235}
{281.8382931264455, 0.5182927468233629}
{316.22776601683796, 0.5182894767585822}
{354.81338923357566, 0.5182868792248883}
{398.1071705534973, 0.518284815912466}
{446.6835921509635, 0.518283176953446}
{501.18723362727246, 0.518281875075445}
{562.341325190349, 0.5182808409508652}
{630.9573444801937, 0.51828001951435}
{707.945784384138, 0.5182793670210231}
{794.3282347242822, 0.5182788487290964}
{891.2509381337459, 0.5182784370317677}
{1000., 0.5182781100083957}
